Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
27,1,1,3,135,1,17,4,1,4,0,51,3,1,6,3,2,2394,3,25681,1,1,13,3,4,0,8,2,3,8,2,7,7.0
27,1,0,3,1377,1,11,1,1,2,1,91,3,1,2,1,1,2099,3,7679,0,0,14,3,2,0,6,3,4,5,0,1,4.0
27,1,0,3,1302,1,19,3,4,4,1,67,2,1,2,1,0,4066,3,16290,1,0,11,3,1,2,7,3,3,7,7,0,7.0
27,1,0,3,486,1,8,3,3,2,0,86,4,1,6,3,1,3517,3,22490,7,0,17,3,1,0,5,0,3,3,2,0,2.0
27,1,0,2,591,1,2,3,3,4,1,87,3,1,6,4,2,2580,3,6297,2,0,13,3,3,0,6,0,2,4,2,1,2.0
27,1,0,3,1054,1,8,3,3,3,0,67,3,1,6,4,2,3445,3,6152,1,0,11,3,3,0,6,5,2,6,2,1,4.0
27,1,0,2,1297,1,5,2,1,4,0,53,3,1,2,4,2,2379,3,19826,0,1,14,3,3,0,6,3,2,5,4,0,2.0
27,1,0,3,728,2,23,1,3,2,0,36,2,2,8,3,1,3540,3,7018,1,0,21,4,4,1,9,5,3,9,8,5,8.0
27,1,0,2,1131,1,15,3,1,4,0,77,2,1,6,1,1,4774,3,23844,0,0,19,3,4,1,8,2,2,7,6,7,3.0
27,1,0,3,511,2,2,2,3,1,0,89,4,2,7,3,2,6500,2,26997,0,0,14,3,2,0,9,5,2,8,7,0,7.0
27,1,0,1,1354,1,2,4,5,2,1,41,3,1,6,2,1,2226,3,6073,1,0,11,3,3,1,6,3,2,5,3,1,2.0
27,1,1,2,1337,0,22,3,0,1,0,58,2,1,1,2,1,2863,3,19555,1,0,12,3,1,0,1,2,3,1,0,0,0.0
27,1,0,3,954,2,9,3,2,4,1,44,3,2,7,4,2,4105,3,5099,1,0,14,3,1,0,7,5,3,7,7,0,7.0
27,1,0,3,155,1,4,3,1,2,1,87,4,2,4,2,1,6142,2,5174,1,1,20,4,2,1,6,0,3,6,2,0,3.0
27,1,0,3,155,1,4,3,1,2,1,87,4,2,4,2,1,6142,2,5174,1,1,20,4,2,1,6,0,3,6,2,0,3.0
28,1,1,3,103,1,24,3,1,3,1,50,2,1,2,3,2,2028,3,12947,5,1,14,3,2,0,6,4,3,4,2,0,3.0
28,1,1,3,1434,1,5,4,5,3,1,50,3,1,2,3,2,3441,3,11179,1,1,13,3,3,0,2,3,2,2,2,2,2.0
28,1,0,0,120,2,4,3,3,2,1,43,3,2,7,3,1,4221,3,8863,1,0,15,3,2,0,5,3,4,5,4,0,4.0
28,1,0,3,440,1,21,3,3,3,1,42,3,1,6,4,1,2713,3,6672,1,0,11,3,3,1,5,2,1,5,2,0,2.0
28,1,1,3,529,1,2,4,1,1,1,79,3,1,2,3,2,3485,3,14935,2,0,11,3,3,0,5,5,1,0,0,0,0.0
28,1,0,3,1158,1,9,3,3,4,1,94,3,1,6,4,1,2070,3,2613,1,0,23,4,4,1,5,3,2,5,2,0,4.0
28,1,0,3,1117,1,8,2,1,4,0,66,3,1,6,4,2,3310,3,4488,1,0,21,4,4,0,5,3,3,5,3,0,2.0
28,1,0,3,1476,1,16,2,3,2,1,68,4,2,0,1,2,5661,2,4824,0,0,19,3,3,0,9,2,3,8,3,0,7.0
28,1,1,3,1157,1,2,4,3,1,1,84,1,1,6,4,1,3464,3,24737,5,1,13,3,4,0,5,4,2,3,2,2,2.0
28,1,0,3,304,2,9,4,1,2,1,92,3,2,7,4,2,5253,2,20750,1,0,16,3,4,0,7,1,3,7,5,0,7.0
28,1,1,3,654,1,1,2,1,1,0,67,1,1,6,2,2,2216,3,3872,7,1,13,3,4,0,10,4,3,7,7,3,7.0
28,1,1,3,890,1,2,4,3,3,1,46,3,1,6,3,2,4382,3,16374,6,0,17,3,4,0,5,3,2,2,2,2,1.0
28,1,0,3,760,2,2,4,2,2,0,81,3,2,7,2,1,4779,3,3698,1,1,20,4,1,0,8,2,3,8,7,7,5.0
28,1,0,3,1169,0,8,2,3,2,1,63,2,1,1,4,0,4936,3,23965,1,0,13,3,4,1,6,6,3,5,1,0,4.0
28,1,0,3,821,2,5,4,3,1,1,98,3,2,7,4,2,4908,3,24252,1,0,14,3,2,0,4,3,3,4,2,0,2.0
28,1,0,3,995,1,9,3,3,3,0,77,3,1,6,3,0,2377,3,9834,5,0,18,3,2,1,6,2,3,2,2,2,2.0
28,1,0,3,1144,2,10,1,3,4,1,74,3,1,8,2,1,1052,3,23384,1,0,22,4,2,0,1,5,3,1,0,0,0.0
28,1,1,0,1366,1,24,2,5,2,1,72,2,3,0,1,2,8722,2,12355,1,0,12,3,1,0,10,2,2,10,7,1,9.0
28,1,0,3,857,1,10,3,4,3,0,59,3,2,6,3,2,3660,3,7909,3,0,13,3,4,0,10,4,4,8,7,1,7.0
28,1,0,3,895,1,15,2,1,1,1,50,3,1,2,3,0,2207,3,22482,1,0,16,3,4,1,4,5,2,4,2,2,2.0
28,1,1,2,1009,1,1,3,3,1,1,45,2,1,2,2,0,2596,3,7160,1,0,15,3,1,2,1,2,3,1,0,0,0.0
28,1,0,3,950,1,3,3,3,4,0,93,3,3,4,2,0,7655,2,8039,0,0,17,3,2,3,10,3,2,9,7,1,7.0
28,1,0,3,1451,1,2,1,1,1,1,67,2,1,6,2,1,3201,3,19911,0,0,17,3,1,0,6,2,1,5,3,0,4.0
28,1,0,2,773,1,6,3,1,3,1,39,2,1,6,3,0,2703,3,22088,1,1,14,3,4,1,3,2,3,3,1,0,2.0
28,1,1,3,1485,1,12,1,1,3,0,79,3,1,2,4,1,2515,3,22955,1,1,11,3,4,0,1,4,2,1,1,0,0.0
28,1,0,3,1179,1,19,4,3,4,1,78,2,1,2,1,1,3196,3,12449,1,0,12,3,3,3,6,2,3,6,5,3,3.0
28,1,0,2,791,1,1,4,3,4,1,44,3,1,2,3,2,2154,3,6842,0,1,11,3,3,0,5,2,2,4,2,0,2.0
28,1,0,2,193,1,2,3,1,4,1,52,2,1,2,4,1,3867,3,14222,1,1,12,3,2,1,2,2,3,2,2,2,2.0
28,1,0,3,640,1,1,3,5,4,1,84,3,1,6,1,2,2080,3,4732,2,0,11,3,2,0,5,2,2,3,2,1,2.0
28,1,0,0,1476,1,1,3,1,3,0,55,1,2,2,4,1,6674,2,16392,0,0,11,3,1,3,10,6,3,9,8,7,5.0
28,1,0,3,736,2,26,3,1,3,1,48,2,2,7,1,1,4724,3,24232,1,0,11,3,3,1,5,0,3,5,3,0,4.0
28,1,0,3,866,2,5,3,3,4,1,84,3,2,7,1,2,8463,2,23490,0,0,18,3,4,0,6,4,3,5,4,1,3.0
28,1,1,2,1496,2,1,3,5,1,1,92,3,1,8,3,1,2909,3,15747,3,0,15,3,4,1,5,3,4,3,2,1,2.0
28,1,1,2,289,1,2,2,3,3,1,38,2,1,2,1,2,2561,3,5355,7,0,11,3,3,0,8,2,2,0,0,0,0.0
28,1,0,3,1423,1,1,3,1,1,1,72,2,1,6,3,0,1563,3,12530,1,0,14,3,4,1,1,2,1,1,0,0,0.0
28,1,0,2,467,2,7,3,1,3,1,55,3,2,7,1,2,4898,3,11827,0,0,14,3,4,0,5,5,3,4,2,1,3.0
28,1,0,3,1083,1,29,1,1,3,1,96,1,2,4,2,1,6549,2,3173,1,0,14,3,2,2,8,2,2,8,6,1,7.0
28,1,1,3,329,1,24,3,3,3,1,51,3,1,2,2,1,2408,3,7324,1,1,17,3,3,3,1,3,3,1,1,0,0.0
28,1,0,3,580,1,27,3,3,2,0,39,1,2,4,1,0,4877,3,20460,0,0,21,4,2,1,6,5,2,5,3,0,0.0
28,1,0,3,1181,1,1,3,1,3,1,82,3,1,6,4,1,2044,3,5531,1,0,11,3,3,1,5,6,4,5,3,0,3.0
28,1,0,3,1217,1,1,3,3,3,0,67,3,1,6,1,1,3591,3,12719,1,0,25,4,3,1,3,3,3,3,2,1,2.0
28,1,0,0,280,0,1,2,1,3,1,43,3,1,1,4,0,2706,3,10494,1,0,15,3,2,1,3,2,3,3,2,2,2.0
28,1,0,3,1172,2,3,3,3,2,0,78,3,1,8,2,1,2856,3,3692,1,0,19,3,4,1,1,3,3,1,0,0,0.0
28,1,0,2,783,2,1,2,1,3,1,42,2,2,7,4,1,6834,2,19255,1,1,12,3,3,1,7,2,3,7,7,0,7.0
28,1,1,3,1475,2,13,2,2,4,0,84,3,2,7,3,2,9854,2,23352,3,1,11,3,4,0,6,0,3,2,0,2,2.0
28,1,0,0,1103,1,16,3,3,3,1,49,3,1,6,3,2,2144,3,2122,1,0,14,3,3,0,5,3,2,5,3,1,4.0
28,1,1,3,1404,1,17,3,5,3,1,32,2,1,2,4,0,2367,3,18779,5,0,12,3,1,1,6,2,2,4,1,0,3.0
29,1,0,3,153,1,15,2,1,4,0,49,2,2,2,3,2,4193,3,12682,0,1,12,3,4,0,10,3,3,9,5,0,8.0
29,1,0,3,1389,1,21,4,1,2,0,51,4,3,4,1,0,9980,2,10195,1,0,11,3,3,1,10,1,3,10,9,8,8.0
29,1,0,0,1496,1,1,1,5,4,1,41,3,2,4,3,1,4319,3,26283,1,0,13,3,1,1,10,1,3,10,7,0,9.0
29,1,1,3,992,1,1,3,5,3,1,85,3,1,6,3,2,2058,3,19757,0,0,14,3,4,0,7,1,2,6,2,1,5.0
29,1,0,2,1413,2,1,1,3,2,0,42,3,3,7,4,1,7918,2,6599,1,0,14,3,4,1,11,5,3,11,10,4,1.0
29,1,1,3,896,1,18,1,3,3,1,86,2,1,6,4,2,2389,3,14961,1,1,13,3,3,0,4,3,2,4,3,0,1.0
29,1,0,3,1210,2,2,3,3,1,1,78,2,2,7,2,1,6644,2,3687,2,0,19,3,2,2,10,2,3,0,0,0,0.0
29,1,0,2,442,2,2,2,1,2,1,44,3,2,7,4,2,4554,3,20260,1,0,18,3,1,0,10,3,2,10,7,0,9.0
29,1,1,3,318,1,8,4,4,2,1,77,1,1,2,1,1,2119,3,4759,1,1,11,3,4,0,7,4,2,7,7,0,7.0
29,1,0,3,738,1,9,5,4,2,1,30,2,1,2,4,2,3983,3,7621,0,0,17,3,3,0,4,2,3,3,2,2,2.0
29,1,0,3,144,2,10,1,2,4,0,39,2,2,7,2,0,8268,2,11866,1,1,14,3,1,2,7,2,3,7,7,1,7.0
29,1,0,0,746,2,2,3,1,4,1,61,3,2,7,3,1,4649,3,16928,1,0,14,3,1,1,4,3,2,4,3,0,2.0
29,1,0,3,1283,1,23,3,1,4,1,54,3,1,6,4,2,2201,3,18168,9,0,16,3,4,0,6,4,3,3,2,1,2.0
29,1,0,3,986,1,3,4,3,2,1,93,2,3,5,3,1,11935,0,21526,1,0,18,3,3,0,10,2,3,10,2,0,7.0
29,1,1,3,408,1,25,5,5,3,0,71,2,1,6,2,1,2546,3,18300,5,0,16,3,2,0,6,2,4,2,2,1,1.0
29,1,0,3,232,1,19,3,5,4,1,34,3,2,4,4,0,4262,3,22645,4,0,12,3,2,2,8,2,4,3,2,1,2.0
29,1,0,3,1176,2,3,2,3,2,0,62,3,2,7,3,1,5561,2,3487,1,0,14,3,1,1,6,5,2,6,0,1,2.0
29,1,0,2,806,1,1,4,1,2,1,76,1,1,6,4,0,2720,3,18959,1,0,18,3,4,1,10,5,3,10,7,2,8.0
29,1,0,3,1396,2,10,3,1,3,1,99,3,1,8,3,2,2642,3,2755,1,0,11,3,3,0,1,6,3,1,0,0,0.0
29,1,0,3,1090,2,10,3,2,4,1,83,3,1,8,2,0,2297,3,17967,1,0,14,3,4,2,2,2,3,2,2,2,2.0
29,1,0,3,657,1,27,3,3,2,0,66,3,2,0,3,1,4335,3,25549,4,0,12,3,1,1,11,3,2,8,7,1,1.0
29,1,1,3,805,1,1,2,1,2,0,36,2,1,2,1,1,2319,3,6689,1,1,11,3,4,1,1,1,3,1,0,0,0.0
29,1,0,3,1252,1,23,2,1,3,1,81,4,1,6,3,1,2700,3,23779,1,0,24,4,3,1,10,3,3,10,7,0,7.0
29,1,1,3,341,2,1,3,3,2,0,48,2,1,8,3,0,2800,3,23522,6,1,19,3,3,3,5,3,3,3,2,0,2.0
29,1,0,3,1086,1,7,1,3,1,0,62,2,1,2,4,0,2532,3,6054,6,0,14,3,3,3,8,5,3,4,3,0,3.0
29,1,0,2,1404,2,20,3,5,3,0,84,3,1,8,4,1,2157,3,18203,1,0,15,3,2,1,3,5,3,3,1,0,2.0
29,1,1,3,906,1,10,3,1,4,0,92,2,1,6,1,2,2404,3,11479,6,1,20,4,3,0,3,5,3,0,0,0,0.0
29,1,0,3,1107,1,28,4,1,3,0,93,3,1,6,4,0,2514,3,26968,4,0,22,4,1,1,11,1,3,7,5,1,7.0
29,1,0,2,490,1,10,3,1,4,0,61,3,1,6,2,0,3291,3,17940,0,0,14,3,4,2,8,2,2,7,5,1,1.0
29,1,0,3,718,1,8,1,3,2,1,79,2,2,4,4,1,5056,2,17689,1,1,15,3,3,1,10,2,2,10,7,1,2.0
29,1,1,3,408,2,23,1,1,4,0,45,2,3,7,1,1,7336,2,11162,1,0,13,3,1,1,11,3,1,11,8,3,10.0
29,1,0,3,1401,1,6,1,3,2,0,54,3,1,2,4,1,3131,3,26342,1,0,13,3,1,1,10,5,3,10,8,0,8.0
29,1,0,3,942,1,15,1,1,2,0,69,1,1,6,4,1,2168,3,26933,0,1,18,3,1,1,6,2,2,5,4,1,3.0
29,1,0,3,1010,1,1,3,1,1,0,97,3,1,6,4,0,3760,3,5598,1,0,15,3,1,3,3,5,3,3,2,1,2.0
29,1,0,3,1329,1,7,3,1,3,1,82,3,2,0,4,0,6623,2,4204,1,1,11,3,2,2,6,2,3,6,0,1,0.0
29,1,0,3,694,1,1,3,1,4,0,87,2,4,5,4,0,16124,1,3423,3,0,14,3,2,2,9,2,2,7,7,1,7.0
29,1,1,3,806,1,7,3,5,2,0,39,3,1,2,3,0,3339,3,17285,3,1,13,3,1,2,10,2,3,7,7,7,7.0
29,1,0,3,332,0,17,3,4,2,1,51,2,3,1,1,2,7988,2,9769,1,0,13,3,1,0,10,3,2,10,9,0,9.0
29,1,1,2,337,1,14,1,4,3,0,84,3,3,0,4,2,7553,2,22930,0,1,12,3,1,0,9,1,3,8,7,7,7.0
29,1,1,2,115,2,13,3,5,1,0,51,3,2,7,2,2,5765,2,17485,5,0,11,3,1,0,7,4,1,5,3,0,0.0
29,1,0,3,1246,2,19,3,1,3,1,77,2,2,7,3,0,8620,2,23757,1,0,14,3,3,2,10,3,3,10,7,0,4.0
29,1,0,2,410,1,2,1,1,4,0,97,3,1,2,2,1,3180,3,4668,0,0,13,3,3,3,4,3,3,3,2,0,2.0
29,1,1,3,224,1,1,4,5,1,1,100,2,1,6,1,2,2362,3,7568,6,0,13,3,3,0,11,2,1,9,7,0,7.0
29,1,0,3,441,1,8,1,4,3,0,39,1,2,0,1,1,9715,2,7288,3,0,13,3,3,1,9,3,3,7,7,0,7.0
29,1,0,3,598,1,9,3,1,3,1,91,4,1,6,3,1,2451,3,22376,6,0,18,3,1,2,5,2,2,1,0,0,0.0
29,1,0,3,1370,1,3,1,3,2,1,87,3,1,2,1,2,4723,3,16213,1,1,18,3,4,0,10,3,3,10,9,1,5.0
29,1,0,2,995,1,2,1,1,1,1,87,3,2,0,4,0,8853,2,24483,1,0,19,3,4,1,6,0,4,6,4,1,3.0
29,1,0,3,469,2,10,3,3,3,1,42,2,2,7,3,2,5869,2,23413,9,0,11,3,3,0,8,2,3,5,2,1,4.0
29,1,0,3,991,2,5,3,3,1,1,43,2,2,7,2,0,4187,3,3356,1,1,13,3,2,1,10,3,2,10,0,0,9.0
29,1,0,3,1082,1,9,4,3,4,0,43,3,1,2,3,1,2974,3,25412,9,0,17,3,3,1,9,2,3,5,3,1,2.0
29,1,1,3,428,2,9,3,2,2,0,52,1,1,8,2,2,2760,3,14630,1,0,13,3,3,0,2,3,3,2,2,2,2.0
29,1,0,2,461,1,1,3,1,4,1,70,4,2,0,3,2,6294,2,23060,8,1,12,3,4,0,10,5,4,3,2,0,2.0
29,1,0,3,590,1,4,3,5,4,0,91,2,1,6,1,0,2109,3,10007,1,0,13,3,3,1,1,2,3,1,0,0,0.0
29,1,1,3,350,0,13,3,0,1,1,56,2,1,1,1,0,2335,3,3157,4,1,15,3,4,3,4,3,3,2,2,2,0.0
29,1,0,2,574,1,20,1,3,4,1,40,3,1,2,4,1,3812,3,7003,1,0,13,3,2,0,11,3,4,11,8,3,10.0
29,1,0,3,726,1,29,1,1,4,1,93,1,2,0,3,0,6384,2,21143,8,0,17,3,4,2,11,3,3,7,0,1,6.0
29,1,0,1,352,0,6,1,3,4,1,87,2,1,1,2,1,2804,3,15434,1,0,11,3,4,0,1,3,3,1,0,0,0.0
29,1,1,2,459,1,24,2,1,4,1,73,2,1,6,4,2,2439,3,14753,1,1,24,4,2,0,1,3,2,1,0,1,0.0
29,1,0,3,592,1,7,3,1,4,1,59,3,1,2,1,2,2062,3,19384,3,0,14,3,2,0,11,2,3,3,2,1,2.0
29,1,1,2,746,2,24,3,5,3,1,45,4,1,8,1,2,1091,3,10642,1,0,17,3,4,0,1,3,3,1,0,0,0.0
29,1,0,3,136,1,1,3,1,1,1,89,3,2,0,1,1,5373,2,6225,0,0,12,3,1,1,6,5,2,5,3,0,2.0
29,1,1,3,1092,1,1,4,3,1,1,36,3,1,6,4,1,4787,3,26124,9,1,14,3,2,3,4,3,4,2,2,2,2.0
29,1,0,3,1378,1,13,2,4,4,1,46,2,2,2,2,1,4025,3,23679,4,1,13,3,1,1,10,2,3,4,3,0,3.0
29,1,0,3,468,1,28,4,3,4,0,73,2,1,6,1,2,3785,3,8489,1,0,14,3,2,0,5,3,1,5,4,0,4.0
29,1,0,3,468,1,28,4,3,4,0,73,2,1,6,1,2,3785,3,8489,1,0,14,3,2,0,5,3,1,5,4,0,4.0
30,1,0,3,125,1,9,2,3,4,1,83,2,1,2,3,2,2206,3,16117,1,0,13,3,1,0,10,5,3,10,0,1,8.0
30,1,0,2,721,1,1,2,3,3,0,58,3,2,2,4,2,4011,3,10781,1,0,23,4,4,0,12,2,3,12,8,3,7.0
30,1,0,3,852,1,1,1,1,4,1,55,2,2,2,4,1,5126,2,15998,1,1,12,3,3,2,10,1,2,10,8,3,0.0
30,1,0,3,288,1,2,3,1,3,1,99,2,2,0,4,1,4152,3,15830,1,0,19,3,1,3,11,3,3,11,10,10,8.0
30,1,0,3,1334,2,4,2,3,3,0,63,2,2,7,2,0,5209,2,19760,1,1,12,3,2,3,11,4,2,11,8,2,7.0
30,1,0,2,1312,1,23,3,1,1,1,96,1,1,6,3,0,2613,3,22310,1,0,25,4,3,3,10,2,2,10,7,0,9.0
30,1,0,3,1339,2,5,3,1,2,0,41,3,3,7,4,1,9419,2,8053,2,0,12,3,3,1,12,2,3,10,9,7,4.0
30,1,0,0,111,1,9,3,3,3,1,66,3,2,2,1,0,3072,3,11012,1,0,11,3,3,2,12,4,3,12,9,6,10.0
30,1,0,0,829,1,1,1,1,3,1,88,2,3,4,3,2,8474,2,20925,1,0,22,4,3,0,12,2,3,11,8,5,8.0
30,1,1,3,1005,1,3,3,5,4,0,88,3,1,6,1,2,2657,3,8556,5,1,11,3,3,0,8,5,3,5,2,0,4.0
30,1,1,2,334,2,26,4,2,3,0,52,2,2,7,1,2,6696,2,22967,5,0,15,3,3,0,9,5,2,6,3,0,1.0
30,1,0,3,1275,1,28,2,3,4,0,64,3,2,6,4,1,5775,2,11934,1,0,13,3,4,2,11,2,3,10,8,1,9.0
30,1,0,3,570,2,5,3,2,4,0,30,2,2,7,3,0,6118,2,5431,1,0,13,3,3,3,10,2,3,10,9,1,2.0
30,1,0,0,641,2,25,2,5,4,0,85,3,2,7,3,1,4736,3,6069,7,1,12,3,2,1,4,2,4,2,2,2,2.0
30,1,0,3,202,2,2,1,5,3,1,72,3,1,8,2,1,2476,3,17434,1,0,18,3,1,1,1,3,3,1,0,0,0.0
30,1,1,2,464,1,4,3,5,3,1,40,3,1,6,4,2,2285,3,3427,9,1,23,4,3,0,3,4,3,1,0,0,0.0
30,1,0,3,1082,2,12,3,5,2,0,83,3,2,7,3,2,6577,2,19558,0,0,11,3,2,0,6,6,3,5,4,4,4.0
30,1,0,3,317,1,2,3,1,3,0,43,1,2,4,4,2,6091,2,24793,2,0,20,4,3,0,11,2,3,5,4,0,2.0
30,1,0,0,1400,1,3,3,1,3,1,53,3,1,2,4,1,2097,3,16734,4,0,15,3,3,1,9,3,1,5,3,1,4.0
30,1,0,0,1398,2,22,4,4,3,0,69,3,3,7,1,1,8412,2,2890,0,0,11,3,3,0,10,3,3,9,8,7,8.0
30,1,0,0,1116,1,2,3,3,3,0,49,3,1,2,4,2,2564,3,7181,0,0,14,3,3,0,12,2,2,11,7,6,7.0
30,1,0,3,413,2,7,1,2,4,1,57,3,1,8,2,2,2983,3,18398,0,0,14,3,1,0,4,3,3,3,2,1,2.0
30,1,1,2,448,2,12,4,1,2,1,74,2,1,8,1,1,2033,3,14470,1,0,18,3,3,1,1,2,4,1,0,0,0.0
30,1,0,2,160,1,3,3,3,3,0,71,3,1,6,3,0,2083,3,22653,1,0,20,4,3,1,1,2,3,1,0,0,0.0
30,1,0,3,501,2,27,5,2,3,1,99,3,2,7,4,0,5304,2,25275,7,0,23,4,4,1,10,2,2,8,7,7,7.0
30,1,0,3,921,1,1,3,1,4,1,38,1,1,2,3,1,3833,3,24375,3,0,21,4,3,2,7,2,3,2,2,0,2.0
30,1,0,3,946,1,2,3,3,3,0,52,2,2,4,4,2,6877,2,20234,5,1,24,4,2,0,12,4,2,0,0,0,0.0
30,1,0,2,1012,1,5,4,1,2,1,75,2,1,6,4,0,3761,3,2373,9,0,12,3,2,1,10,3,2,5,4,0,3.0
30,1,0,3,231,2,8,2,4,3,1,62,3,3,7,3,0,7264,2,9977,5,0,11,3,1,1,10,2,4,8,4,7,7.0
30,1,1,3,138,1,22,3,1,1,0,48,3,1,6,3,1,2132,3,11539,4,1,11,3,2,0,7,2,3,5,2,0,1.0
30,1,0,3,153,1,8,2,1,2,0,73,4,3,5,1,1,11416,0,17802,0,1,12,3,3,3,9,4,2,8,7,1,7.0
30,1,1,2,109,1,5,3,3,2,0,60,3,1,2,2,2,2422,3,25725,0,0,17,3,1,0,4,3,3,3,2,1,2.0
30,1,0,3,1176,1,20,3,4,3,1,85,3,2,4,1,1,9957,2,9096,0,0,15,3,3,1,7,1,2,6,2,0,2.0
30,1,0,3,852,2,10,3,2,3,1,72,2,2,7,3,1,6578,2,2706,1,0,18,3,1,1,10,3,3,10,3,1,4.0
30,1,0,3,1329,2,29,4,1,3,1,61,3,2,7,1,0,4115,3,13192,8,0,19,3,3,3,8,3,3,4,3,0,3.0
30,1,0,3,853,1,7,4,1,3,1,49,3,2,2,3,0,3491,3,11309,1,0,13,3,1,3,10,4,2,10,7,8,9.0
30,1,0,3,1465,1,1,3,3,4,1,63,3,1,6,2,1,3579,3,9369,0,1,21,4,1,1,12,2,3,11,9,5,7.0
30,1,0,0,879,1,9,2,3,3,0,72,3,2,4,3,2,4695,3,12858,7,1,18,3,3,0,10,3,3,8,4,1,7.0
30,1,0,3,1138,1,6,3,5,1,0,48,2,2,2,4,1,4627,3,23631,0,0,12,3,1,1,10,6,3,9,2,6,7.0
30,1,0,3,634,1,17,4,3,2,0,95,3,3,3,1,1,11916,0,25927,1,1,23,4,4,2,9,2,3,9,1,0,8.0
30,1,0,3,855,2,7,4,2,4,0,73,3,2,7,1,0,4779,3,12761,7,0,14,3,2,2,8,3,3,3,2,0,2.0
30,1,0,3,1358,2,16,1,1,4,1,96,3,2,7,3,1,5301,2,2939,8,0,15,3,3,2,4,2,2,2,1,2,2.0
30,1,0,0,990,1,7,3,5,3,1,64,3,1,6,3,0,1274,3,7152,1,0,13,3,2,2,1,2,2,1,0,0,0.0
30,1,0,3,330,0,1,3,1,3,1,46,3,1,1,3,0,2064,3,15428,0,0,21,4,1,1,6,3,4,5,3,1,3.0
30,1,1,3,740,2,1,3,1,2,1,64,2,2,7,1,1,9714,2,5323,1,0,11,3,4,1,10,4,3,10,8,6,7.0
30,1,0,3,1288,2,29,4,5,3,1,33,3,3,7,2,1,9250,2,17799,3,0,12,3,2,1,9,3,3,4,2,1,3.0
30,1,0,3,241,1,7,3,3,2,1,48,2,1,6,2,1,2141,3,5348,1,0,12,3,2,1,6,3,2,6,4,1,1.0
30,1,0,3,793,1,16,1,1,2,1,33,3,1,6,4,1,2862,3,3811,1,0,12,3,2,1,10,2,2,10,0,0,8.0
30,1,0,2,1312,1,2,4,5,4,0,78,2,1,6,1,2,4968,3,26427,0,0,16,3,4,0,10,2,3,9,7,0,7.0
30,1,1,2,600,0,8,3,0,3,0,66,2,1,1,4,0,2180,3,9732,6,0,11,3,3,1,6,0,2,4,2,1,2.0
30,1,0,3,979,2,15,2,2,3,1,94,2,3,7,1,0,7140,2,3088,2,0,11,3,1,1,12,2,3,7,7,1,7.0
30,1,0,3,305,1,16,3,1,3,1,58,4,2,0,3,1,5294,2,9128,3,0,16,3,3,1,10,3,3,7,0,1,7.0
30,1,0,3,1092,1,10,3,3,1,0,64,3,3,4,3,2,9667,2,2739,9,0,14,3,2,0,9,3,3,7,7,0,2.0
30,1,1,3,945,2,9,3,3,2,1,89,3,1,8,4,2,1081,3,16019,1,0,13,3,3,0,1,3,2,1,0,0,0.0
30,1,0,3,911,1,1,2,3,4,1,76,3,1,2,2,1,3748,3,4077,1,0,13,3,3,0,12,6,2,12,8,1,7.0
31,1,0,3,670,1,26,1,1,1,1,31,3,1,6,3,0,2911,3,15170,1,0,17,3,4,1,5,1,2,5,2,4,3.0
31,1,0,3,655,1,7,4,1,4,1,48,3,2,2,4,0,5915,2,9528,3,0,22,4,4,1,10,3,2,7,7,1,7.0
31,1,1,3,249,2,6,4,1,2,1,76,1,2,7,3,1,6172,2,20739,4,1,18,3,2,0,12,3,2,7,7,7,7.0
31,1,1,3,542,2,20,3,1,2,0,71,1,2,7,3,1,4559,3,24788,3,1,11,3,3,1,4,2,3,2,2,2,2.0
31,1,0,3,140,1,12,1,3,3,0,95,3,1,6,4,1,3929,3,6984,8,1,23,4,3,1,7,0,3,4,2,0,2.0
31,1,0,0,979,1,1,4,3,3,1,90,1,2,4,3,1,4345,3,4381,0,0,12,3,4,1,6,2,3,5,4,1,4.0
31,1,0,2,1327,1,3,4,3,2,1,73,3,3,5,3,0,13675,0,13523,9,0,12,3,1,1,9,3,3,2,2,2,2.0
31,1,1,2,307,1,29,2,3,3,1,71,2,1,2,2,2,3479,3,11652,0,0,11,3,2,0,6,2,4,5,4,1,4.0
31,1,0,3,1463,1,23,3,3,2,1,64,2,2,0,4,1,5582,2,14408,0,0,21,4,2,1,10,2,3,9,0,7,8.0
31,1,0,2,444,2,5,3,2,4,0,84,3,1,8,2,0,2789,3,3909,1,0,11,3,3,1,2,5,2,2,2,2,2.0
31,1,0,3,218,2,7,3,5,2,1,100,4,2,7,4,1,6929,2,12241,4,0,11,3,2,1,10,3,2,8,7,7,7.0
31,1,0,3,691,1,5,4,5,3,1,86,3,1,6,4,1,4821,3,10077,0,1,12,3,3,1,6,4,3,5,2,0,3.0
31,1,0,3,106,0,2,3,0,1,1,62,2,2,1,1,1,6410,2,17822,3,0,12,3,4,0,9,1,3,2,2,1,0.0
